categoria,texto,texto_limpio
entertainment,"Elvis' single Jailhouse Rock became the UK's number one on Sunday.Hit single One Night will follow next week - with the chance of becoming the 1,000th number one as interest surrounding Elvis' birthday grows.Record company SonyBMG are releasing Elvis' 18 number one singles at the rate of one a week in Britain, complete with original artwork and a collector's box.Jailhouse Rock is now the 999th number one single in UK pop history.",elvis single jailhouse rock became uk number one sundayhit single one night follow next week chance becoming th number one interest surrounding elvis birthday growsrecord company sonybmg releasing elvis number one single rate one week britain complete original artwork collector boxjailhouse rock th number one single uk pop history
entertainment,"Hit single One Night will follow next week - with the chance of becoming the 1,000th number one as interest surrounding Elvis's birthday grows.Elvis Presley has scored his 19th number one single in the UK charts with the re-release of Jailhouse Rock, 27 years after his death.Elvis's number one is the 999th in chart history and comes the day after what would have been his 70th birthday.In at number three was Iron Maiden for the Number Of The Beast and Erasure entered the chart at four with Breathe.In the album charts, the Scissor Sisters went to number one with their self-titled release, knocking Green Day's American Idiot to third place.Record company SonyBMG are releasing Elvis's 18 number one singles at the rate of one a week in Britain, complete with original artwork and a collector's box.",hit single one night follow next week chance becoming th number one interest surrounding elvis birthday growselvis presley scored th number one single uk chart rerelease jailhouse rock year deathelviss number one th chart history come day would th birthdayin number three iron maiden number beast erasure entered chart four breathein album chart scissor sister went number one selftitled release knocking green day american idiot third placerecord company sonybmg releasing elvis number one single rate one week britain complete original artwork collector box
entertainment,"Chart-topping pop band Busted have confirmed that they plan to ""take a break"", following rumours that they were on the verge of splitting.A statement from the band's record company Universal said frontman Charlie Simpson planned to spend some time working with his other band, Fightstar.However, recent rumours have suggested that Simpson has been wanting to quit the band to focus on Fightstar.The band have capitalised on a craze for artists playing catchy pop music with rock overtones.The band have had eight top three hits, including four number ones, since they first hit the charts in 2002.",charttopping pop band busted confirmed plan take break following rumour verge splittinga statement band record company universal said frontman charlie simpson planned spend time working band fightstarhowever recent rumour suggested simpson wanting quit band focus fightstarthe band capitalised craze artist playing catchy pop music rock overtonesthe band eight top three hit including four number one since first hit chart
entertainment,"The buzz about the band soon spread around the music industry and 40 record labels turned up to one gig in Glasgow - which the band thought was ""totally ridiculous"".Scottish rock band Franz Ferdinand, who shot to prominence in 2004, have won two Brit Awards.At the turn of the year, Kapranos told BBC News Online the band were fed up with serious bands in ""that post-rock thing that seemed to be doing its damndest to avoid any bloody tune"".Nevertheless Franz Ferdinand were the only UK band to win an MTV Video Music Award this year, taking the breakthrough video crown for Take Me Out.Franz Ferdinand had a question they asked themselves every time they wrote a song, Kapranos said.In September it was named album of the year winning the prestigious Mercury Music Prize.With a cool, spiky, fun sound previously associated with bands like Talking Heads, they hit upon a style that had been out of fashion for a while and so was ripe for another airing.The four-piece met two years ago when drummer Paul Thomson was working at the Glasgow art school where bassist Bob Hardy was studying.With their self-titled debut, Franz Ferdinand have achieved what most rock bands crave - high credibility and critical acclaim while also selling stacks of CDs.Singer Alex Kapranos was studying English at university but had friends at art school, and the line-up was completed when guitarist Nick McCarthy moved from Munich, Germany, to the city.They have been nominated for three Grammy awards in the US as well as the US music industry's Shortlist award, but lost the Shortlist prize to US band TV on the Radio.",buzz band soon spread around music industry record label turned one gig glasgow band thought totally ridiculousscottish rock band franz ferdinand shot prominence two brit awardsat turn year kapranos told bbc news online band fed serious band postrock thing seemed damndest avoid bloody tunenevertheless franz ferdinand uk band win mtv video music award year taking breakthrough video crown take outfranz ferdinand question asked every time wrote song kapranos saidin september named album year winning prestigious mercury music prizewith cool spiky fun sound previously associated band like talking head hit upon style fashion ripe another airingthe fourpiece met two year ago drummer paul thomson working glasgow art school bassist bob hardy studyingwith selftitled debut franz ferdinand achieved rock band crave high credibility critical acclaim also selling stack cdssinger alex kapranos studying english university friend art school lineup completed guitarist nick mccarthy moved munich germany citythey nominated three grammy award u well u music industry shortlist award lost shortlist prize u band tv radio
entertainment,"Size, whose New Forms album won the 1997 Mercury Music Prize, said gun use was ""nothing to be glamorised"".R&B star Beverley Knight said she sang on an anti-gun single after being ""haunted"" by the fatal 2003 shooting of two teenage girls in Birmingham.Size said he collaborated on the single, which was released on Monday, because he has ""a bird's eye view of what's going on"".Knight said the scale of the problem became clear to her after the 2003 shootings in Aston, near Knight's Birmingham home.She said she was ""horrified"" by the deaths of Charlene Ellis, 18, and Letisha Shakespeare, 17.",size whose new form album mercury music prize said gun use nothing glamorisedrb star beverley knight said sang antigun single haunted fatal shooting two teenage girl birminghamsize said collaborated single released monday bird eye view whats going onknight said scale problem became clear shooting aston near knight birmingham homeshe said horrified death charlene elli letisha shakespeare
entertainment,"Barrow said he was surprised people thought the band, who won a Mercury Music Prize in 1995 for their debut album Dummy, had split up.The follow up, Portishead, was released three years later.Portishead will play alongside fellow Bristol band Massive Attack at Oxfam's Tsumani appeal, held at the Bristol Academy on 19 February.News of their album plans comes after confirmation the Bristol band will play a tsunami charity show next month.Founding member Geoff Barrow told BBC 6 Music the record was well on the way to being completed.Portishead became an international success and a deeply influential band despite their scant recorded output.",barrow said surprised people thought band mercury music prize debut album dummy split upthe follow portishead released three year laterportishead play alongside fellow bristol band massive attack oxfams tsumani appeal held bristol academy februarynews album plan come confirmation bristol band play tsunami charity show next monthfounding member geoff barrow told bbc music record well way completedportishead became international success deeply influential band despite scant recorded output
entertainment,"Charlie Simpson took his new band Fightstar to the stage on Friday night, just hours after officially announcing his departure from pop band Busted.All three band members stressed that the break up was amicable, although Bourne admitted he was ""devastated"" to hear of Simpson's departure.When Fightstar eventually took to the stage around 11pm, however, a riotous cheer easily drowned out any hecklers lurking in the crowd.Less impressed were fellow students Ryan Crabbe and Gordon Rennie, who observed, ""With Fightstar, Charlie has clearly progressed from Busted's sound, but they're still not very inspiring.""He was greeted by a sell-out crowd at the University of Warwick.Warwick student Helen Clutterbuck admitted: ""I came to check out Fightstar because of all the controversy.While Simpson declared he would look back with pride on Busted's enormous success, his focus turned immediately to Fightstar, with Friday's press conference coinciding with the start of the band's 13-date tour of the UK.With queues outside the venue long and expectations high, the pressure was on Fightstar to impress.Fuelled by this news, all 1,400 tickets to see Charlie's first post-Busted live appearance - at the University of Warwick's Student Union - sold out rapidly.",charlie simpson took new band fightstar stage friday night hour officially announcing departure pop band bustedall three band member stressed break amicable although bourne admitted devastated hear simpson departurewhen fightstar eventually took stage around pm however riotous cheer easily drowned heckler lurking crowdless impressed fellow student ryan crabbe gordon rennie observed fightstar charlie clearly progressed busteds sound theyre still inspiringhe greeted sellout crowd university warwickwarwick student helen clutterbuck admitted came check fightstar controversywhile simpson declared would look back pride busteds enormous success focus turned immediately fightstar friday press conference coinciding start band date tour ukwith queue outside venue long expectation high pressure fightstar impressfuelled news ticket see charlies first postbusted live appearance university warwick student union sold rapidly
entertainment,"A Fool Such As I would become the 1,001st number one single in UK chart history after One Night took the 1,000th place on Sunday.The late US legend Elvis Presley is likely to score his third UK number one single in three weeks on Sunday, according to early sales figures.Presley's 18 original number ones are being reissued as limited release singles, with fans eager to buy the set to fill a collector's box that went on sale in the first week.Bookmakers have offered odds of 10/1 for all Presley's 18 hits to go back to number one.",fool would become st number one single uk chart history one night took th place sundaythe late u legend elvis presley likely score third uk number one single three week sunday according early sale figurespresleys original number one reissued limited release single fan eager buy set fill collector box went sale first weekbookmakers offered odds presley hit go back number one
entertainment,"Senegalese musician Youssou N'Dour has been named a winner of a BBC Radio 3 World Music Award.The concert will be broadcast on Radio 3's World Music Day the following evening and will feature performances by many of the award winners.It will also include the announcement of the Audience Award, chosen by Radio 3 and BBC World Service listeners, alongside BBC Four viewers.Highlights of the Poll Winners Concert, to be held at The Sage, Gateshead, will be televised on BBC Four on 11 March.",senegalese musician youssou ndour named winner bbc radio world music awardthe concert broadcast radio world music day following evening feature performance many award winnersit also include announcement audience award chosen radio bbc world service listener alongside bbc four viewershighlights poll winner concert held sage gateshead televised bbc four march
entertainment,"Top of the Pops has turned to the star of Elvis Presley musical Jailhouse Rock after the late rock legend scooped the UK's 1,000th number one single.Mario Kombou, who plays the Presley role on stage, will sing One Night on Friday's BBC One show as producers are unable to use Presley video footage.Kombou is likely to appear on the show again next week as the next Presley re-release, A Fool Such As I, is on course to give him his third number one in three weeks.A Top of the Pops spokesperson said: ""It's a very special number one as it's the UK's 1,000th.",top pop turned star elvis presley musical jailhouse rock late rock legend scooped uk th number one singlemario kombou play presley role stage sing one night friday bbc one show producer unable use presley video footagekombou likely appear show next week next presley rerelease fool course give third number one three weeksa top pop spokesperson said special number one uk th
entertainment,"US band Maroon 5 was named best new international artist, and took the best international song title for This Love.U2 received a special achievement prize at the NRJ Music Awards, but Blue beat them to the international group award.Singer Jenifer also took home two awards, for best French female singer and best French album.US pop act Black Eyed Peas picked up the best international album gong for Elephunk.",u band maroon named best new international artist took best international song title loveu received special achievement prize nrj music award blue beat international group awardsinger jenifer also took home two award best french female singer best french albumus pop act black eyed pea picked best international album gong elephunk
entertainment,"The Manic Street Preachers release their first music since Edwards' disappearance.The band play their first concerts since Edwards' disappearance as a trio, performing support slots for The Stone Roses on their UK stadium tour.Edwards did not feature in the original line-up of the band, though.The Manic Street Preachers may only have become stadium-conquering rock giants since his disappearance - but Edwards was the figurehead for their first, dangerous and dazzling incarnation.By the time the band released their third album, The Holy Bible, in October 1994, Edwards had been admitted to hospital with depression.Richey Edwards, guitarist and lyricist for The Manic Street Preachers, vanished 10 years ago, on 1 February 1995.The Manics' seventh studio album, Lifeblood, features a song dedicated to Edwards called Cardiff Afterlife.On the seventh anniversary of his disappearance, police offer Edwards' parents the opportunity to sign a death certificate.After becoming a full-time member, Edwards became a critical part of the band, writing lyrics and playing guitar - though in many concerts, he was not actually plugged in.A skeleton found by the River Severn is not Edwards, tests reveal.A pair of trainers containing human bones washed up on the banks of the River Severn have no link to Edwards, police say.Edwards' sister Rachel makes an emotional TV appeal five years after the disappearance.Graham and Sherry Edwards fly to the Spanish island of Fuerteventura six weeks after reports a man fitting their son's description has been seen in a bar called Underground.A fan says she saw Edwards in the hippy resort of Goa, India.But Edwards replaced Flicker in time for the band's self-financed debut, Suicide Alley, after designing the record's artwork.",manic street preacher release first music since edward disappearancethe band play first concert since edward disappearance trio performing support slot stone rose uk stadium touredwards feature original lineup band thoughthe manic street preacher may become stadiumconquering rock giant since disappearance edward figurehead first dangerous dazzling incarnationby time band released third album holy bible october edward admitted hospital depressionrichey edward guitarist lyricist manic street preacher vanished year ago february manics seventh studio album lifeblood feature song dedicated edward called cardiff afterlifeon seventh anniversary disappearance police offer edward parent opportunity sign death certificateafter becoming fulltime member edward became critical part band writing lyric playing guitar though many concert actually plugged ina skeleton found river severn edward test reveala pair trainer containing human bone washed bank river severn link edward police sayedwards sister rachel make emotional tv appeal five year disappearancegraham sherry edward fly spanish island fuerteventura six week report man fitting son description seen bar called undergrounda fan say saw edward hippy resort goa indiabut edward replaced flicker time band selffinanced debut suicide alley designing record artwork
entertainment,"Tony Wilson, the music mogul who established the influential Factory Records in the 1980s, is to launch a new label - convinced he has discovered his ""third major band"".Wilson believes Raw T could be ""to F4 as Joy Division were to Factory records"".Now Wilson believes rap act Raw T - signed to his F4 label, the fourth incarnation of Factory - will ""complete the hat-trick"".Wilson stressed that the independent music scene remained ""as important"" as it had been during the 1980s, when labels such as Factory and Rough Trade proliferated.Wilson has twice tried to resurrect Factory - which lasted for 14 years before folding - but conceded these efforts had been ""despondent and dismal experiences"".""Suddenly, when Raw T came into my life, I realised they are my third major band,"" he told BBC World Service's The Music Biz programme.The story of Factory records - which also owned the legendary Hacienda club in Manchester - was told in the Michael Winterbottom film 24 Hour Party People, in which Wilson was played by Steve Coogan.Wilson explained how his son persuaded him to go and see Raw T, but he had initially been reluctant saying he ""detested"" young British people rapping.",tony wilson music mogul established influential factory record launch new label convinced discovered third major bandwilson belief raw could f joy division factory recordsnow wilson belief rap act raw signed f label fourth incarnation factory complete hattrickwilson stressed independent music scene remained important label factory rough trade proliferatedwilson twice tried resurrect factory lasted year folding conceded effort despondent dismal experiencessuddenly raw came life realised third major band told bbc world service music biz programmethe story factory record also owned legendary hacienda club manchester told michael winterbottom film hour party people wilson played steve cooganwilson explained son persuaded go see raw initially reluctant saying detested young british people rapping
entertainment,"Reggae star Sizzla, whose UK tour was cancelled after protests at his ""anti-gay"" lyrics, has been jailed in Jamaica for swearing on stage.Sizzla's UK tour was cancelled after Scotland Yard's Racial and Violent Crime taskforce announced it was examining lyrics by eight reggae artists.Sizzla's five-date UK tour was cancelled last November after protests by gay rights campaigners.It would not confirm that Sizzla was among them.",reggae star sizzla whose uk tour cancelled protest antigay lyric jailed jamaica swearing stagesizzlas uk tour cancelled scotland yard racial violent crime taskforce announced examining lyric eight reggae artistssizzlas fivedate uk tour cancelled last november protest gay right campaignersit would confirm sizzla among
entertainment,"The pop star cancelled her Onyx Hotel tour last June after suffering a knee injury during a video shoot.The Onyx Hotel tour was cited as ""a highly crafted production which included the well-known music and dancing of Spears, supported by elaborate costumes, complex choreography as well as cutting-edge video production, lighting and other effects"".Singer Britney Spears is suing eight insurance companies that have refused to reimburse her for cancelling her 2004 world tour.In September Spears married Kevin Federline, who had been a dancer on the aborted tour.The 22-year-old star initially missed a number of shows on the 82-date tour after injuring her knee during a show in Illinois last March.",pop star cancelled onyx hotel tour last june suffering knee injury video shootthe onyx hotel tour cited highly crafted production included wellknown music dancing spear supported elaborate costume complex choreography well cuttingedge video production lighting effectssinger britney spear suing eight insurance company refused reimburse cancelling world tourin september spear married kevin federline dancer aborted tourthe yearold star initially missed number show date tour injuring knee show illinois last march
entertainment,"The industry would halt any attempt by an artist to perform or release a song inciting violence against any group or gender, he said.The reggae industry is to refuse to release or stage concerts featuring homophobic songs under a global deal struck with gay rights groups.'s Mr Lock said: ""The main players in the dancehall reggae industry will attempt to regulate the industry themselves to ensure that there aren't any violently homophobic or gay-bashing lyrics in the future.The protests had been led by the Stop Murder Music coalition, an umbrella group including OutRage!, the Black Gay Men's Advisory Group and Jamaican movement J-Flag.A damaging campaign against stars such as Beenie Man and Sizzla has been waged over lyrics that allegedly call for gay people to be killed or assaulted.Brett Lock of gay group OutRage!The campaign was a blow to the reggae industry, Mr Yearwood admitted.""The reggae industry will work with the artists while still maintaining their freedom of speech and artistic freedom,"" according to media and PR strategist Glen Yearwood, who is representing the reggae industry.The Stop Murder Music campaign saw protesters picket gigs, resulted in Sizzla's UK tour being cancelled in November, forced Mobo award organisers to drop artists from nominations and saw Beenie Man dropped from an MTV show in August.That coalition has reached a verbal agreement with major dancehall reggae record labels and concert promoters covering eight of the scene's biggest stars.",industry would halt attempt artist perform release song inciting violence group gender saidthe reggae industry refuse release stage concert featuring homophobic song global deal struck gay right groupss mr lock said main player dancehall reggae industry attempt regulate industry ensure arent violently homophobic gaybashing lyric futurethe protest led stop murder music coalition umbrella group including outrage black gay men advisory group jamaican movement jflaga damaging campaign star beenie man sizzla waged lyric allegedly call gay people killed assaultedbrett lock gay group outragethe campaign blow reggae industry mr yearwood admittedthe reggae industry work artist still maintaining freedom speech artistic freedom according medium pr strategist glen yearwood representing reggae industrythe stop murder music campaign saw protester picket gig resulted sizzlas uk tour cancelled november forced mobo award organiser drop artist nomination saw beenie man dropped mtv show augustthat coalition reached verbal agreement major dancehall reggae record label concert promoter covering eight scene biggest star
entertainment,"The teenager also has Grammy nominations in the US, normally dominated by home-grown acts.The 17-year-old singer is hoping to tour in Japan, Australia and the US in 2005.Born Jocelyn Stoker, the Devon diva started her career in a BBC talent programme, and was then discovered at a New York audition by a US record executive, Steve Greenberg.",teenager also grammy nomination u normally dominated homegrown actsthe yearold singer hoping tour japan australia u born jocelyn stoker devon diva started career bbc talent programme discovered new york audition u record executive steve greenberg
entertainment,"Although she grossed more than Prince last year, Madonna remained in second place because of the ""monumental"" production costs of her tour.He kept Madonna in second place, as she earned $54.9m (Â£29.5m) while embarking on her global Re-Invention Tour.The singer's 2004 tour took $90.3m (Â£48.5m) in ticket sales and he sold 1.9 million copies of his latest album Musicology.The singer banked $56.5m (Â£30.4m) from concerts, album and publishing sales with his Musicology tour and album.Veterans Simon and Garfunkel were in 10th place, their comeback tour helping them earn $24.9m (Â£13.4m) last year.",although grossed prince last year madonna remained second place monumental production cost tourhe kept madonna second place earned embarking global reinvention tourthe singer tour took ticket sale sold million copy latest album musicologythe singer banked concert album publishing sale musicology tour albumveterans simon garfunkel th place comeback tour helping earn last year
entertainment,"Devon singer Joss Stone and rock band Muse won coveted Brit awards during the event's 25th anniversary.Seventeen-year-old Stone, from near Cullumpton, won two awards: best British female act, and best urban act out of three award nominations.Muse, whose members met in south Devon, beat Franz Ferdinand, Jamie Cullum, Kasabian and The Libertines for best British live act.After beating Amy Winehouse, Jamelia, Natasha Bedingfield and PJ Harvey to the best British female prize, Joss Stone said: ""I don't know what to say.I don't like doing this at all.The band has sold about two million records worldwide.""I don't even know what to do right now.I'd like to thank my family for being really supportive and everybody that made my record with me.""",devon singer joss stone rock band muse coveted brit award event th anniversaryseventeenyearold stone near cullumpton two award best british female act best urban act three award nominationsmuse whose member met south devon beat franz ferdinand jamie cullum kasabian libertine best british live actafter beating amy winehouse jamelia natasha bedingfield pj harvey best british female prize joss stone said dont know sayi dont like allthe band sold two million record worldwidei dont even know right nowid like thank family really supportive everybody made record
entertainment,"Motley Crue guitarist Mick Mars is being sued by his ex-girlfriend for $10 million (Â£5.4 million), claiming he broke a promise to take care of her.The woman, Robin Mantooth, said Mars promised her repeatedly that he would provide financial support in the event of the couple breaking up.She is also claiming that Mars, 53, has failed to provide her with any material support since they ceased to be a couple.When they split in December, Mantooth says Mars denied any such agreement.Mars - real name Bob Allen Deal - underwent hip replacement surgery in October.",motley crue guitarist mick mar sued exgirlfriend million million claiming broke promise take care herthe woman robin mantooth said mar promised repeatedly would provide financial support event couple breaking upshe also claiming mar failed provide material support since ceased couplewhen split december mantooth say mar denied agreementmars real name bob allen deal underwent hip replacement surgery october
entertainment,"Angels is a great song, but not the best song of the last 25 years.Whilst Angels is a popular song it is not even the best song in Robbie's repertoire never mind best song of the last 25 years.Best song of the last 25 years?Best song in the last 25 years?I think Angels is a great song and deserved to be in the run up for this award but I don't think its the best song from the past 25 years!Robbie Williams' Angels was named the best song of the past 25 years.It's alright for a pop song - but the best song of the last 25 years???Best song in 25 years?Although Angels is a good song I think that anyone with the slightest musical taste will realise that this is not the best song of the last 25 years.A great song yes, but the best of the last 25 years?That's why it has been voted best song of the last 25 years.Angels is without doubt a great song but I really don't think it deserves the title of best song in 25 years.perhaps the vote had more to do with teenage opinion on Robbies' goodlooks than the actual song!!!The best song of the past 25 years?I've nothing against Robbie, I actually like his music, but how can this possibly be the best song from the last 25year?If this is the best song of the last 25 years then the British Music industry is in trouble.The initial list was very weak anyway, but Angels the best song of the last 25 years!!!!But it is no way the best song of the past 25 years!I'm actually embarrassed to be British if that is the best song we have produced in the last 25 years!!Booo hisss  Angels, best song?I very much doubt that 'Angels' was even the best song of the week that it came out.What a load of crap, best song in the last 25 years - I don't think so!!While I am biassed in that I thought Love Will Tear Us Apart should have won, in all seriousness, I think that the best song of the last 25 years should not include songs less than 5 years old as that would exclude songs which are popular because of novelty.Best song in 25 years, you must be joking.Only the best song to be up for nomination at the Brits.Why a half-baked cheesy ditty like Angels, which has become the anthem for millions of romantic sops (think how many times it was sung on Pop Idol for example, and by whom), should be voted the best song of the past 25 years, is beyond me.I am a regular listener to Radio 2 but I don't recall the invitation to vote for this bland, slushy rubbish which might appeal to the masses who wouldn't know a good song if it jumped up and bit them on the nose but is certainly NOT the best song of the last 25 years.There is no way on earth that song should have been voted the best of the last 25 years....it's a travesty.Ok I like Robbie and Angels is a decent song.I think that although Robbie Williams is a good performer, that Angels isn't really that good a song.Angels is a fantastic song.Yes Angels is the best song since the past 25 years, because it touches the soul as it carries a lot of meaning.""Angels"" isn't a bad song.Personally I find Angels by Robbie Williams to be one of the most irritating songs I have ever heard!Best of the last 25 years?I am a huge Robbie fan and love that song.Think of all the great rock and pop songs released in the 80s and pretty much all of them are better than Angels.There must be more than a dozen songs in the last 25 years that deserve this award more.I think the person as opposed to the song has been voted for here.There must be a thousand better songs than a formulated cheesy pop song for kids.Williams' track beat songs by Will Young, Queen, Kate Bush and Joy Division in a vote by BBC Radio 2 listeners to mark 25 years of the UK music industry ceremony.But I think there are a lot more outstanding songs / music out there that influenced music today, unfortunately they were left out of the list.A sad day for music  It's not the type of music I normally like, but even as a diehard rock fan, I recognise that it is a good song and appelas to most people.Angels is an overrated song, that got tiresome even before you had finished listening to it.The success of Angels at this years Brits reflects poorly on the state of British music over the last 25 years.It is a song that has united the generations and will continue to be played for many years to come.McFly won the best pop act prize, and Gwen Stefani picked up the best international female artist award.I find it hard to believe that 'Angels' is the best we have to show for the past 25 years!The flamboyant act scored a hat-trick in the international categories, winning the best group, best album and best newcomer awards.What about all the REAL artists out there over the last 25 years - the list is endless, but Robbie Williams doesn't even come close.It should have been Joy Division.Those guys have played an influential part in shaping modern day music while Angels remains yet another pop song.it's a terrible song, voted for by the masses who don't have the brains to appreciate innovative and exciting music.Little Britain comedy duo Matt Lucas and David Walliams presented the best song prize to Robbie Williams dressed as his former Take That colleagues Gary Barlow and Howard Donald, leading him to quip he was ""always the talented man of the band"".Some people will adopt their slightly snobby stances, but Angels has hit home with a far larger audience than any other song.The song is overplayed and oversentimental.Granted angels is a good song, however it really wasn't up against any other proper competition.Right enough, it is better than some of the others in this catergory, for example, what was Will Young doing being nominated in the first place - he is alright but the song isn't that good!There were other great songs in the category... but somebody had to win!Much better songs and more timeless.Phil Collins doesn't deserve awards for all the good songs he wrote?Also, why weren't the Stones there, David Bowie, etc, there are so many greater songs than Angels...I wonder if it was simply the fact that Robbie wasn't getting more awards so they had to make one up for him!The US band, who opened the show with Take Your Mama, won the best international act and newcomer awards, as well as best international album.Franz Ferdinand, who were shortlisted in five categories, won best rock act and best British group, an award they dedicated to late DJ John Peel.It's a mediocre, sentimental and safe song.Keane won best British album and breakthrough act.If this is the song against which all others are judged, then musicians may as well give up.Natasha Bedingfield - in the running for best British female and best pop act - performed with her brother Daniel for the first time at Wednesday's event.A band who, through two albums, have had a bigger impact on music, and continue to do so, over the last 25 years than Robbie Williams ever will.Soppy rubbish at best.It just goes to show that the british public do not have a clue about good quality music when they pick Robbie Williams over the beautifully talented Kate Bush and Joy Division.That song has become such a bane to me that I have developed a Pavlovian response to the word 'Angels' where I thrash around, and scream ""no no no no no"" until someone tells me ""the radio's off"".It seems obvious to me that people who like Robbie are people who don't particularly like music all that much.The song makes me calm and serene and happy.The Queen's song was lackluster, and apart from Kate Bush, the other choices were pathetic!Will Young won the best single prize for Your Game.Robbie has millions of loyal fans, while even non-fans know the words to angels.If you voted for it - you should feel ashamed of yourself - you probably only know a dozen songs or so don't you - so where do get off applying this uninformed filter and casting this ridiculous vote.I think its a brilliantly written song with different meanings to different people.Viewers of digital music TV channel MTV Base voted Stone the winner in the best urban act category.I'm rapidly redifining 'best' in my own head now to mean 'most gratuitously played at weddings and funerals because people think it has deep meaning'.There's not a song done by anyone with more emotion and feeling.Sure Robbie is talented and produces excellent material, but this is not the best record.It's a song that will be played forever and bridges all age groups.They weren't cool at the time, but because they are cool again now shows that the songs have greater longevity than people think.Robbie was a deserved winner.Why must 'best' always come down to most commercially popular?Just like Robbie.After beating Amy Winehouse, Jamelia, Natasha Bedingfield and PJ Harvey to the best British female prize, Joss Stone said: ""I don't know what to say.Glasgow group Franz Ferdinand won two prizes, as did Keane and Joss Stone, who was voted best urban act by digital TV viewers.Best British male artist winner Mike Skinner - aka The Streets - does not usually attend award ceremonies, but the Birmingham hip-hop artist performed his hit Dry Your Eyes at the ceremony.Whenever the song comes on the radio I turn the radio up, smile and sing along (very badly, that is why the radio has to be turned up to drown my voice out).Then again, well done Robbie, good show.But they missed out on best British live act, which went to Muse.Whenever we have these awards it is always 'artists' from the past five years that seem to win the best of the best...We forget about the late 80s and early 90s for example.",angel great song best song last yearswhilst angel popular song even best song robbies repertoire never mind best song last yearsbest song last yearsbest song last yearsi think angel great song deserved run award dont think best song past yearsrobbie williams angel named best song past yearsits alright pop song best song last yearsbest song yearsalthough angel good song think anyone slightest musical taste realise best song last yearsa great song yes best last yearsthats voted best song last yearsangels without doubt great song really dont think deserves title best song yearsperhaps vote teenage opinion robbies goodlooks actual songthe best song past yearsive nothing robbie actually like music possibly best song last yearif best song last year british music industry troublethe initial list weak anyway angel best song last yearsbut way best song past yearsim actually embarrassed british best song produced last yearsbooo hiss angel best songi much doubt angel even best song week came outwhat load crap best song last year dont think sowhile biassed thought love tear u apart seriousness think best song last year include song less year old would exclude song popular noveltybest song year must jokingonly best song nomination britswhy halfbaked cheesy ditty like angel become anthem million romantic sop think many time sung pop idol example voted best song past year beyond mei regular listener radio dont recall invitation vote bland slushy rubbish might appeal mass wouldnt know good song jumped bit nose certainly best song last yearsthere way earth song voted best last yearsits travestyok like robbie angel decent songi think although robbie williams good performer angel isnt really good songangels fantastic songyes angel best song since past year touch soul carry lot meaningangels isnt bad songpersonally find angel robbie williams one irritating song ever heardbest last yearsi huge robbie fan love songthink great rock pop song released pretty much better angelsthere must dozen song last year deserve award morei think person opposed song voted herethere must thousand better song formulated cheesy pop song kidswilliams track beat song young queen kate bush joy division vote bbc radio listener mark year uk music industry ceremonybut think lot outstanding song music influenced music today unfortunately left lista sad day music type music normally like even diehard rock fan recognise good song appelas peopleangels overrated song got tiresome even finished listening itthe success angel year brit reflects poorly state british music last yearsit song united generation continue played many year comemcfly best pop act prize gwen stefani picked best international female artist awardi find hard believe angel best show past yearsthe flamboyant act scored hattrick international category winning best group best album best newcomer awardswhat real artist last year list endless robbie williams doesnt even come closeit joy divisionthose guy played influential part shaping modern day music angel remains yet another pop songits terrible song voted mass dont brain appreciate innovative exciting musiclittle britain comedy duo matt lucas david walliams presented best song prize robbie williams dressed former take colleague gary barlow howard donald leading quip always talented man bandsome people adopt slightly snobby stance angel hit home far larger audience songthe song overplayed oversentimentalgranted angel good song however really wasnt proper competitionright enough better others catergory example young nominated first place alright song isnt goodthere great song category somebody winmuch better song timelessphil collins doesnt deserve award good song wrotealso werent stone david bowie etc many greater song angelsi wonder simply fact robbie wasnt getting award make one himthe u band opened show take mama best international act newcomer award well best international albumfranz ferdinand shortlisted five category best rock act best british group award dedicated late dj john peelits mediocre sentimental safe songkeane best british album breakthrough actif song others judged musician may well give upnatasha bedingfield running best british female best pop act performed brother daniel first time wednesday eventa band two album bigger impact music continue last year robbie williams ever willsoppy rubbish bestit go show british public clue good quality music pick robbie williams beautifully talented kate bush joy divisionthat song become bane developed pavlovian response word angel thrash around scream someone tell radio offit seems obvious people like robbie people dont particularly like music muchthe song make calm serene happythe queen song lackluster apart kate bush choice patheticwill young best single prize gamerobbie million loyal fan even nonfans know word angelsif voted feel ashamed probably know dozen song dont get applying uninformed filter casting ridiculous votei think brilliantly written song different meaning different peopleviewers digital music tv channel mtv base voted stone winner best urban act categoryim rapidly redifining best head mean gratuitously played wedding funeral people think deep meaningtheres song done anyone emotion feelingsure robbie talented produce excellent material best recordits song played forever bridge age groupsthey werent cool time cool show song greater longevity people thinkrobbie deserved winnerwhy must best always come commercially popularjust like robbieafter beating amy winehouse jamelia natasha bedingfield pj harvey best british female prize joss stone said dont know sayglasgow group franz ferdinand two prize keane joss stone voted best urban act digital tv viewersbest british male artist winner mike skinner aka street usually attend award ceremony birmingham hiphop artist performed hit dry eye ceremonywhenever song come radio turn radio smile sing along badly radio turned drown voice outthen well done robbie good showbut missed best british live act went musewhenever award always artist past five year seem win best bestwe forget late early example
